,area_code,value,qc_valid_start,qc_valid_end,date,year,month,day,hour,dayweek,timestamp
152,NSW_PT005,0.0,,,2017-03-15 08:00:00,2017,3,15,8,2,2017031508
153,NSW_PT005,0.8,,,2017-03-15 09:00:00,2017,3,15,9,2,2017031509
154,NSW_PT005,1.4,,,2017-03-15 10:00:00,2017,3,15,10,2,2017031510
155,NSW_PT005,0.0,,,2017-03-15 11:00:00,2017,3,15,11,2,2017031511
156,NSW_PT005,0.2,,,2017-03-15 12:00:00,2017,3,15,12,2,2017031512
157,NSW_PT005,0.0,,,2017-03-15 13:00:00,2017,3,15,13,2,2017031513
158,NSW_PT005,0.2,,,2017-03-15 14:00:00,2017,3,15,14,2,2017031514
159,NSW_PT005,0.0,,,2017-03-15 15:00:00,2017,3,15,15,2,2017031515
160,NSW_PT005,0.0,,,2017-03-15 16:00:00,2017,3,15,16,2,2017031516
161,NSW_PT005,0.8,,,2017-03-15 17:00:00,2017,3,15,17,2,2017031517
162,NSW_PT005,0.0,,,2017-03-15 18:00:00,2017,3,15,18,2,2017031518
163,NSW_PT005,0.0,,,2017-03-15 19:00:00,2017,3,15,19,2,2017031519
164,NSW_PT005,0.0,,,2017-03-15 20:00:00,2017,3,15,20,2,2017031520
165,NSW_PT005,0.0,,,2017-03-15 21:00:00,2017,3,15,21,2,2017031521
166,NSW_PT005,0.0,,,2017-03-15 22:00:00,2017,3,15,22,2,2017031522
167,NSW_PT005,0.0,,,2017-03-15 23:00:00,2017,3,15,23,2,2017031523
168,NSW_PT005,0.2,,,2017-02-26 00:00:00,2017,2,26,0,6,2017022600
169,NSW_PT005,12.0,,,2017-02-26 01:00:00,2017,2,26,1,6,2017022601
170,NSW_PT005,13.999999999999984,,,2017-02-26 02:00:00,2017,2,26,2,6,2017022602
171,NSW_PT005,5.600000000000002,,,2017-02-26 03:00:00,2017,2,26,3,6,2017022603
172,NSW_PT005,0.4,,,2017-02-26 04:00:00,2017,2,26,4,6,2017022604
173,NSW_PT005,0.0,,,2017-02-26 05:00:00,2017,2,26,5,6,2017022605
174,NSW_PT005,0.0,,,2017-02-26 06:00:00,2017,2,26,6,6,2017022606
175,NSW_PT005,0.0,,,2017-02-26 07:00:00,2017,2,26,7,6,2017022607
176,NSW_PT005,0.0,,,2017-02-26 08:00:00,2017,2,26,8,6,2017022608
177,NSW_PT005,0.0,,,2017-02-26 09:00:00,2017,2,26,9,6,2017022609
178,NSW_PT005,0.0,,,2017-02-26 10:00:00,2017,2,26,10,6,2017022610
179,NSW_PT005,0.0,,,2017-02-26 11:00:00,2017,2,26,11,6,2017022611
180,NSW_PT005,0.0,,,2017-02-26 12:00:00,2017,2,26,12,6,2017022612
181,NSW_PT005,0.0,,,2017-02-26 13:00:00,2017,2,26,13,6,2017022613
182,NSW_PT005,0.0,,,2017-02-26 14:00:00,2017,2,26,14,6,2017022614
183,NSW_PT005,0.0,,,2017-02-26 15:00:00,2017,2,26,15,6,2017022615
184,NSW_PT005,0.0,,,2017-02-26 16:00:00,2017,2,26,16,6,2017022616
185,NSW_PT005,0.0,,,2017-02-26 17:00:00,2017,2,26,17,6,2017022617
186,NSW_PT005,0.0,,,2017-02-26 18:00:00,2017,2,26,18,6,2017022618
187,NSW_PT005,0.0,,,2017-02-26 19:00:00,2017,2,26,19,6,2017022619
188,NSW_PT005,0.0,,,2017-02-26 20:00:00,2017,2,26,20,6,2017022620
189,NSW_PT005,0.0,,,2017-02-26 21:00:00,2017,2,26,21,6,2017022621
190,NSW_PT005,0.0,,,2017-02-26 22:00:00,2017,2,26,22,6,2017022622
191,NSW_PT005,0.0,,,2017-02-26 23:00:00,2017,2,26,23,6,2017022623
192,NSW_PT005,0.2,,,2017-01-10 00:00:00,2017,1,10,0,1,2017011000
193,NSW_PT005,0.0,,,2017-01-10 01:00:00,2017,1,10,1,1,2017011001
194,NSW_PT005,0.0,,,2017-01-10 02:00:00,2017,1,10,2,1,2017011002
195,NSW_PT005,0.0,,,2017-01-10 03:00:00,2017,1,10,3,1,2017011003
196,NSW_PT005,0.0,,,2017-01-10 04:00:00,2017,1,10,4,1,2017011004
197,NSW_PT005,0.2,,,2017-01-10 05:00:00,2017,1,10,5,1,2017011005
198,NSW_PT005,0.0,,,2017-01-10 06:00:00,2017,1,10,6,1,2017011006
199,NSW_PT005,0.0,,,2017-01-10 07:00:00,2017,1,10,7,1,2017011007
200,NSW_PT005,0.0,,,2017-01-10 08:00:00,2017,1,10,8,1,2017011008
201,NSW_PT005,0.0,,,2017-01-10 09:00:00,2017,1,10,9,1,2017011009
202,NSW_PT005,0.0,,,2017-01-10 10:00:00,2017,1,10,10,1,2017011010
203,NSW_PT005,0.0,,,2017-01-10 11:00:00,2017,1,10,11,1,2017011011
204,NSW_PT005,0.0,,,2017-01-10 12:00:00,2017,1,10,12,1,2017011012
205,NSW_PT005,0.0,,,2017-01-10 13:00:00,2017,1,10,13,1,2017011013
206,NSW_PT005,0.0,,,2017-01-10 14:00:00,2017,1,10,14,1,2017011014
207,NSW_PT005,0.0,,,2017-01-10 15:00:00,2017,1,10,15,1,2017011015
208,NSW_PT005,0.0,,,2017-01-10 16:00:00,2017,1,10,16,1,2017011016
209,NSW_PT005,0.0,,,2017-01-10 17:00:00,2017,1,10,17,1,2017011017
210,NSW_PT005,0.0,,,2017-01-10 18:00:00,2017,1,10,18,1,2017011018
211,NSW_PT005,0.0,,,2017-01-10 19:00:00,2017,1,10,19,1,2017011019
212,NSW_PT005,0.0,,,2017-01-10 20:00:00,2017,1,10,20,1,2017011020
